,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,VO,OutOfBounds
Jun 6 2024 9:24:30:837 AM,38216.027344,-49205.980469,4877.790039,-6.0,28.0,-1.0,144.923004,87.519005,54.294003,-8.246,18.0,15.0,55.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:30:879 AM,38219.71875,-49203.597656,4877.259766,-6.0,29.0,0.0,145.462006,87.256004,54.768002,-14.718,-5.0,9.0,-129.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:30:935 AM,38224.628906,-49200.4375,4876.649902,-6.0,29.0,0.0,146.072006,87.778008,55.475002,-14.668,10.0,14.0,1.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:30:995 AM,38229.847656,-49197.039062,4875.97998,-6.0,29.0,0.0,146.738007,88.333008,56.142002,-14.412001,11.0,13.0,5.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:31:40 AM,38233.789062,-49194.46875,4875.489746,-6.0,29.0,0.0,147.229004,88.569008,56.707005,-14.361001,5.0,11.0,1.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:31:83 AM,38237.648438,-49191.9375,4875.029785,-6.0,29.0,0.0,147.692001,89.128006,57.150002,-12.196001,11.0,9.0,43.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:31:145 AM,38243.027344,-49188.398438,4874.330078,-6.0,29.0,0.0,148.391006,89.369003,57.588001,-12.789001,5.0,9.0,-12.0,0.18,0.0,0.0,0.13,1.0,true
Jun 6 2024 9:24:31:181 AM,38246.328125,-49186.207031,4873.919922,-6.0,29.0,1.0,148.800003,89.860001,58.096004,-9.063001,10.0,10.0,75.0,0.18,0.0,0.0,0.12,1.0,true
Jun 6 2024 9:24:31:234 AM,38251.070312,-49183.058594,4873.310059,-6.0,30.0,1.0,149.408005,90.009003,58.606003,-9.048,3.0,10.0,0.0,0.18,0.0,0.0,0.12,1.0,true
Jun 6 2024 9:24:31:290 AM,38256.050781,-49179.660156,4872.429688,-6.0,30.0,1.0,150.292007,90.090004,60.099003,-18.125,2.0,30.0,-182.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:331 AM,38259.757812,-49177.140625,4871.569824,-6.0,30.0,1.0,151.147003,90.924004,60.765003,-21.181002,17.0,13.0,-61.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:388 AM,38264.949219,-49173.570312,4870.529785,-6.0,30.0,1.0,152.187012,92.449005,62.095001,-18.778002,30.0,27.0,48.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:430 AM,38268.859375,-49170.867188,4869.739746,-6.0,30.0,1.0,152.979004,93.276001,63.400002,-17.122002,17.0,26.0,33.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:490 AM,38274.328125,-49167.089844,4868.569824,-6.0,30.0,1.0,154.14801,94.401001,64.373001,-19.056002,22.0,19.0,-39.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:532 AM,38278.4375,-49164.199219,4867.75,-6.0,31.0,1.0,154.968002,95.130005,65.253006,-19.663,15.0,18.0,-12.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:584 AM,38283.488281,-49160.628906,4866.669922,-6.0,31.0,2.0,156.049011,96.152008,66.397003,-18.837002,20.0,23.0,17.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:638 AM,38288.699219,-49156.949219,4865.669922,-6.0,31.0,2.0,157.043015,97.052002,67.387001,-19.073,18.0,20.0,-5.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:682 AM,38292.949219,-49153.929688,4864.77002,-7.0,31.0,2.0,157.945007,97.579002,68.266006,-20.233002,11.0,18.0,-23.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:736 AM,38298.21875,-49150.140625,4863.669922,-7.0,31.0,2.0,159.05101,98.481003,69.438004,-18.961,18.0,23.0,25.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:778 AM,38302.398438,-49147.117188,4862.799805,-7.0,32.0,2.0,159.914001,99.057007,70.153,-19.698002,12.0,14.0,-15.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:837 AM,38308.109375,-49142.96875,4861.609863,-7.0,32.0,2.0,161.10701,99.679008,71.286003,-20.372002,12.0,23.0,-13.0,0.18,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:31:891 AM,38313.550781,-49139.007812,4860.5,-7.0,32.0,2.0,162.223007,100.651001,72.110001,-19.936001,19.0,16.0,9.0,0.18,0.0,0.0,0.1,1.0,true
Jun 6 2024 9:24:31:931 AM,38317.570312,-49136.050781,4859.72998,-7.0,32.0,2.0,162.993011,101.336006,72.881004,-19.158001,14.0,15.0,16.0,0.18,0.0,0.0,0.1,1.0,true
Jun 6 2024 9:24:31:985 AM,38323.078125,-49131.980469,4858.649902,-7.0,32.0,3.0,164.071014,101.941002,73.967003,-19.410002,12.0,22.0,-5.0,0.18,0.0,0.0,0.09,1.0,true
Jun 6 2024 9:24:32:29 AM,38327.507812,-49128.679688,4857.779785,-7.0,33.0,3.0,164.940002,102.413002,74.823006,-19.468,9.0,17.0,-1.0,0.18,0.0,0.0,0.06,1.0,true
Jun 6 2024 9:24:32:83 AM,38333.078125,-49124.507812,4856.699707,-8.0,33.0,3.0,166.014008,102.982002,75.830002,-19.196001,11.0,20.0,5.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:140 AM,38338.949219,-49120.058594,4855.589844,-8.0,33.0,3.0,167.129013,103.469002,76.821007,-18.769001,10.0,20.0,9.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:180 AM,38343.109375,-49116.890625,4854.819824,-8.0,33.0,3.0,167.899002,103.768005,77.518005,-18.583,6.0,14.0,4.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:234 AM,38348.710938,-49112.578125,4853.790039,-8.0,33.0,3.0,168.929001,104.131004,78.431007,-18.374001,7.0,18.0,4.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:290 AM,38354.4375,-49108.148438,4852.72998,-8.0,34.0,3.0,169.985001,104.618004,79.418007,-18.628,10.0,20.0,-5.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:332 AM,38358.847656,-49104.707031,4851.919922,-8.0,34.0,3.0,170.802002,104.892006,80.215004,-18.962002,5.0,16.0,-7.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:389 AM,38364.757812,-49100.058594,4850.819824,-8.0,34.0,4.0,171.896011,105.313004,81.259003,-18.783001,8.0,21.0,4.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:432 AM,38369.269531,-49096.5,4849.989746,-8.0,34.0,4.0,172.730011,105.570007,81.978004,-19.067001,5.0,14.0,-6.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:481 AM,38374.25,-49092.519531,4849.069824,-8.0,34.0,4.0,173.647003,105.929008,82.817001,-18.409,7.0,17.0,13.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:538 AM,38380.480469,-49087.507812,4847.909668,-8.0,35.0,4.0,174.810013,106.104004,83.797005,-19.257,4.0,20.0,-17.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:581 AM,38384.96875,-49083.867188,4847.069824,-8.0,35.0,4.0,175.644012,106.297005,84.511002,-19.173,4.0,14.0,2.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:637 AM,38390.960938,-49078.980469,4845.959961,-9.0,35.0,4.0,176.76001,106.474007,85.416,-19.427,4.0,18.0,-5.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:692 AM,38396.679688,-49074.257812,4844.889648,-9.0,35.0,4.0,177.824005,106.645004,86.293007,-19.268002,3.0,18.0,3.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:738 AM,38401.609375,-49070.167969,4843.97998,-9.0,36.0,5.0,178.739014,106.702003,86.972008,-19.718,1.0,14.0,-9.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:780 AM,38406.070312,-49066.4375,4843.139648,-9.0,36.0,5.0,179.580002,106.793007,87.644005,-19.521002,2.0,13.0,4.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:842 AM,38412.597656,-49060.929688,4841.909668,-9.0,36.0,5.0,180.807007,106.839005,88.548004,-19.805,1.0,18.0,-6.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:885 AM,38417.128906,-49057.070312,4841.049805,-9.0,36.0,5.0,181.670013,106.862007,89.189003,-19.765001,0.0,13.0,1.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:940 AM,38423.070312,-49051.980469,4839.919922,-9.0,37.0,5.0,182.798004,106.871002,90.020004,-19.643002,0.0,17.0,2.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:32:982 AM,38427.378906,-49048.257812,4839.100098,-9.0,37.0,5.0,183.618011,106.836006,90.581001,-19.779001,-1.0,11.0,-3.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:38 AM,38433.429688,-49042.9375,4837.790039,-9.0,37.0,5.0,184.924011,107.320007,93.353004,-23.811001,10.0,55.0,-81.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:88 AM,38438.71875,-49038.238281,4836.560059,-9.0,37.0,5.0,186.153015,108.551003,95.128006,-24.915001,25.0,35.0,-22.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:133 AM,38443.738281,-49033.769531,4835.350098,-9.0,37.0,5.0,187.365005,109.470009,96.654007,-26.768002,18.0,31.0,-37.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:191 AM,38450.007812,-49028.109375,4833.830078,-9.0,38.0,5.0,188.890015,110.186005,98.727005,-26.319002,14.0,41.0,9.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:234 AM,38454.789062,-49023.738281,4832.689941,-9.0,38.0,5.0,190.02301,110.501007,100.155006,-25.978001,6.0,29.0,7.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:294 AM,38461.128906,-49017.878906,4831.219727,-9.0,38.0,5.0,191.498016,111.031006,101.790009,-25.871,11.0,33.0,2.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:337 AM,38466.097656,-49013.25,4830.069824,-9.0,39.0,5.0,192.647003,111.440002,103.028008,-25.799002,8.0,25.0,1.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:379 AM,38470.847656,-49008.789062,4828.97998,-9.0,39.0,5.0,193.739014,111.838005,104.144005,-25.796001,8.0,22.0,0.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:440 AM,38477.339844,-49002.648438,4827.540039,-9.0,39.0,5.0,195.173004,112.175003,104.986008,-24.753,7.0,17.0,21.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:483 AM,38482.25,-48997.957031,4826.489746,-9.0,39.0,5.0,196.226013,112.249008,105.832008,-24.131001,1.0,17.0,12.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:537 AM,38488.398438,-48992.050781,4825.199707,-9.0,40.0,5.0,197.519012,112.328003,106.825005,-23.857,2.0,20.0,5.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:581 AM,38493.210938,-48987.378906,4824.189941,-9.0,40.0,5.0,198.533005,112.311005,107.633003,-23.991001,0.0,16.0,-3.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:636 AM,38499.429688,-48981.308594,4822.879883,-9.0,40.0,5.0,199.841003,112.302002,108.651009,-24.154001,0.0,20.0,-3.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:685 AM,38504.71875,-48976.089844,4821.759766,-8.0,40.0,5.0,200.95401,112.412003,109.518005,-23.698002,2.0,17.0,9.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:738 AM,38510.667969,-48970.179688,4820.5,-8.0,41.0,5.0,202.218002,112.269005,110.416008,-24.757002,-3.0,18.0,-21.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:783 AM,38515.738281,-48965.089844,4819.389648,-8.0,41.0,5.0,203.324005,112.214005,111.323006,-24.763,-1.0,18.0,0.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:839 AM,38522.039062,-48958.699219,4818.02002,-8.0,41.0,5.0,204.698013,112.194008,112.387009,-24.699001,0.0,21.0,1.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:33:882 AM,38526.75,-48953.890625,4816.97998,-8.0,41.0,5.0,205.733017,112.105003,113.146004,-25.124001,-2.0,15.0,-8.0,0.18,0.0,0.0,0.08,1.0,true
Jun 6 2024 9:24:33:939 AM,38533.058594,-48947.390625,4815.620117,-8.0,42.0,4.0,207.102005,111.019005,113.713005,-23.195002,-22.0,11.0,39.0,0.18,0.0,0.0,0.21,1.0,true
Jun 6 2024 9:24:33:982 AM,38537.757812,-48942.46875,4814.77002,-8.0,42.0,4.0,207.943008,108.469002,113.010002,-19.339001,-51.0,-14.0,77.0,0.18,0.0,0.0,0.32,1.0,true
Jun 6 2024 9:24:34:42 AM,38544.007812,-48935.859375,4813.870117,-7.0,42.0,4.0,208.847015,105.719002,111.577003,-15.591001,-55.0,-29.0,75.0,0.18,0.0,0.0,0.46,1.0,true
Jun 6 2024 9:24:34:86 AM,38548.597656,-48930.96875,4813.310059,-7.0,43.0,4.0,209.407013,103.924004,110.515007,-13.813001,-36.0,-21.0,36.0,0.18,0.0,0.0,0.52,1.0,true
Jun 6 2024 9:24:34:130 AM,38553.039062,-48926.179688,4812.810059,-7.0,43.0,4.0,209.904007,102.232002,109.529007,-12.764001,-34.0,-20.0,21.0,0.18,0.0,0.0,0.57,1.0,true
Jun 6 2024 9:24:34:188 AM,38558.847656,-48919.878906,4812.189941,-6.0,43.0,3.0,210.524017,100.033005,108.216003,-12.459001,-44.0,-26.0,6.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:34:230 AM,38563.007812,-48915.328125,4811.759766,-6.0,43.0,3.0,210.955017,98.520004,107.271004,-11.781,-30.0,-19.0,14.0,0.18,0.0,0.0,0.64,1.0,true
Jun 6 2024 9:24:34:285 AM,38568.289062,-48909.507812,4811.219727,-5.0,44.0,3.0,211.500015,96.581001,106.061005,-11.47,-39.0,-24.0,6.0,0.18,0.0,0.0,0.66,1.0,true
Jun 6 2024 9:24:34:330 AM,38572.46875,-48904.859375,4810.77002,-5.0,44.0,3.0,211.945007,95.011002,105.097008,-11.721001,-31.0,-19.0,-5.0,0.18,0.0,0.0,0.67,1.0,true
Jun 6 2024 9:24:34:385 AM,38577.558594,-48899.289062,4810.47998,-4.0,44.0,3.0,212.242004,89.852005,96.618004,-4.935,-103.0,-170.0,136.0,0.18,0.0,0.0,0.68,1.0,true
Jun 6 2024 9:24:34:443 AM,38582.488281,-48893.828125,4810.169922,-4.0,44.0,2.0,212.545013,87.424004,97.354004,-8.572001,-49.0,15.0,-73.0,0.18,0.0,0.0,0.68,1.0,true
Jun 6 2024 9:24:34:484 AM,38586.007812,-48889.820312,4809.899902,-4.0,44.0,2.0,212.823013,86.240005,97.380005,-5.81,-24.0,1.0,55.0,0.18,0.0,0.0,0.68,1.0,true
Jun 6 2024 9:24:34:531 AM,38589.980469,-48885.308594,4809.580078,-3.0,45.0,2.0,213.137009,84.792007,96.258003,-10.875001,-29.0,-22.0,-101.0,0.18,0.0,0.0,0.68,1.0,true
Jun 6 2024 9:24:34:593 AM,38595.097656,-48879.4375,4809.580078,-3.0,45.0,2.0,213.137009,83.551003,95.665001,-3.405,-25.0,-12.0,149.0,0.18,0.0,0.0,0.67,1.0,true
Jun 6 2024 9:24:34:634 AM,38598.519531,-48875.488281,4809.409668,-3.0,45.0,2.0,213.309006,82.281006,94.731003,-9.755,-25.0,-19.0,-127.0,0.18,0.0,0.0,0.67,1.0,true
Jun 6 2024 9:24:34:689 AM,38603.019531,-48870.277344,4809.350098,-2.0,45.0,1.0,213.373016,80.948006,93.555008,-10.437,-27.0,-24.0,-14.0,0.18,0.0,0.0,0.66,1.0,true
Jun 6 2024 9:24:34:731 AM,38606.210938,-48866.539062,4809.330078,-2.0,45.0,1.0,213.388016,76.108002,89.023003,-0.845,-97.0,-91.0,192.0,0.18,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:24:34:786 AM,38610.078125,-48862.070312,4809.379883,-1.0,46.0,1.0,213.443008,68.423004,76.418007,-0.968,-154.0,-252.0,-2.0,0.18,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:24:34:829 AM,38612.757812,-48859.019531,4809.47998,-1.0,46.0,2.0,213.533005,63.988003,70.458,-0.694,-89.0,-119.0,5.0,0.18,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:24:34:885 AM,38616.210938,-48855.230469,4809.580078,0.0,46.0,2.0,213.638016,63.042004,66.467003,-1.359,-19.0,-80.0,-13.0,0.18,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:24:34:931 AM,38619.050781,-48852.207031,4809.399902,0.0,46.0,2.0,213.817017,62.944004,67.908005,-7.472,-2.0,29.0,-122.0,0.18,0.0,0.0,0.64,1.0,true
Jun 6 2024 9:24:34:988 AM,38622.5,-48848.277344,4808.699707,0.0,46.0,1.0,214.520004,58.326004,69.682007,-16.031,-92.0,35.0,-171.0,0.18,0.0,0.0,0.63,1.0,true
Jun 6 2024 9:24:35:31 AM,38624.878906,-48845.519531,4808.739746,0.0,46.0,1.0,214.562012,56.106003,58.597004,6.316,-44.0,-222.0,447.0,0.18,0.0,0.0,0.63,1.0,true
Jun 6 2024 9:24:35:86 AM,38627.800781,-48842.199219,4808.75,0.0,46.0,1.0,214.570007,50.208004,60.942001,-2.177,-118.0,47.0,-170.0,0.18,0.0,0.0,0.62,1.0,true
Jun 6 2024 9:24:35:141 AM,38630.550781,-48838.917969,4808.75,0.0,46.0,0.0,214.570007,49.778004,59.606003,-3.135,-9.0,-27.0,-19.0,0.18,0.0,0.0,0.62,1.0,true
Jun 6 2024 9:24:35:185 AM,38632.667969,-48836.390625,4808.839844,1.0,46.0,0.0,214.66301,48.778004,58.240002,-2.712,-20.0,-27.0,8.0,0.18,0.0,0.0,0.62,1.0,true
Jun 6 2024 9:24:35:230 AM,38634.828125,-48833.820312,4808.949707,1.0,46.0,0.0,214.771011,47.657001,56.886002,-3.297,-22.0,-27.0,-12.0,0.18,0.0,0.0,0.61,1.0,true
Jun 6 2024 9:24:35:290 AM,38637.597656,-48830.507812,4809.080078,1.0,46.0,0.0,214.903015,46.028004,55.184002,3.907,-33.0,-34.0,144.0,0.18,0.0,0.0,0.61,1.0,true
Jun 6 2024 9:24:35:332 AM,38639.519531,-48828.21875,4809.02002,1.0,47.0,0.0,214.962006,45.218002,53.709003,-6.184,-16.0,-29.0,-202.0,0.18,0.0,0.0,0.61,1.0,true
Jun 6 2024 9:24:35:387 AM,38641.917969,-48825.347656,4809.100098,1.0,47.0,0.0,215.039017,44.025002,52.149002,-6.355,-24.0,-31.0,-3.0,0.18,0.0,0.0,0.61,1.0,true
Jun 6 2024 9:24:35:438 AM,38644.019531,-48822.828125,4809.219727,1.0,47.0,0.0,215.156006,42.886002,50.849003,-5.479,-23.0,-26.0,18.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:493 AM,38646.289062,-48820.078125,4809.339844,2.0,47.0,0.0,215.279007,41.410004,49.300003,4.354,-30.0,-31.0,197.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:545 AM,38648.390625,-48817.539062,4809.379883,2.0,47.0,0.0,215.318008,40.160004,48.006001,3.318,-25.0,-26.0,-21.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:581 AM,38649.789062,-48815.839844,4809.359863,2.0,47.0,0.0,215.337006,39.564003,47.282001,-5.128,-12.0,-14.0,-169.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:633 AM,38651.738281,-48813.46875,4809.350098,2.0,47.0,0.0,215.345016,38.050003,45.924004,-6.066,-30.0,-27.0,-19.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:679 AM,38653.449219,-48811.359375,4809.489746,2.0,47.0,0.0,215.481003,36.696003,44.539001,-4.471,-27.0,-28.0,32.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:734 AM,38655.359375,-48809.007812,4809.529785,3.0,47.0,0.0,215.521011,35.255001,42.944,-4.032,-29.0,-32.0,9.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:791 AM,38657.257812,-48806.667969,4809.580078,3.0,47.0,0.0,215.571014,33.843002,41.354,-3.994,-28.0,-32.0,1.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:832 AM,38658.597656,-48804.988281,4809.669922,3.0,48.0,0.0,215.660004,32.667,40.046001,0.008,-24.0,-26.0,80.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:887 AM,38660.339844,-48802.820312,4809.709961,3.0,48.0,0.0,215.702011,31.354002,38.562,-1.93,-26.0,-30.0,-39.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:942 AM,38661.96875,-48800.777344,4809.759766,3.0,48.0,0.0,215.754013,30.044001,37.054001,-1.225,-26.0,-30.0,14.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:35:983 AM,38663.167969,-48799.277344,4809.799805,3.0,48.0,0.0,215.796005,28.859001,35.835003,4.002,-24.0,-24.0,105.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:38 AM,38664.679688,-48797.378906,4809.839844,4.0,48.0,0.0,215.838013,27.592001,34.355003,4.493,-25.0,-30.0,10.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:80 AM,38665.808594,-48795.980469,4809.77002,4.0,48.0,0.0,215.908005,27.060001,33.662003,-4.896,-11.0,-14.0,-188.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:135 AM,38667.230469,-48794.179688,4809.810059,4.0,48.0,0.0,215.947006,25.85,32.246002,-4.94,-24.0,-28.0,-1.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:191 AM,38668.578125,-48792.46875,4809.850098,4.0,48.0,0.0,215.987015,24.672001,30.858002,-4.945,-24.0,-28.0,0.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:233 AM,38669.570312,-48791.207031,4809.939941,4.0,48.0,0.0,216.070007,23.736002,29.680002,-3.384,-19.0,-24.0,31.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:296 AM,38670.917969,-48789.488281,4809.97998,4.0,48.0,0.0,216.117004,22.530001,28.259001,-3.001,-24.0,-28.0,8.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:335 AM,38671.820312,-48788.347656,4809.989746,4.0,48.0,0.0,216.128006,21.702002,27.234001,-3.743,-17.0,-20.0,-15.0,0.18,0.0,0.0,0.6,1.0,true
Jun 6 2024 9:24:36:390 AM,38672.9375,-48786.917969,4810.069824,4.0,48.0,0.0,216.206009,20.352001,25.657001,2.721,-27.0,-32.0,129.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:430 AM,38673.71875,-48785.929688,4810.089844,4.0,48.0,0.0,216.229004,19.604,24.743002,2.501,-15.0,-18.0,-4.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:485 AM,38674.75,-48784.628906,4810.120117,5.0,48.0,0.0,216.256012,18.780001,23.646002,-1.555,-16.0,-22.0,-81.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:545 AM,38675.789062,-48783.289062,4810.100098,5.0,48.0,0.0,216.27301,17.827002,22.556002,-3.356,-19.0,-22.0,-36.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:586 AM,38676.507812,-48782.378906,4810.109863,5.0,48.0,0.0,216.276016,17.136002,21.624001,-3.584,-14.0,-19.0,-5.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:630 AM,38677.21875,-48781.46875,4810.129883,5.0,48.0,0.0,216.297012,16.398001,20.746,-3.59,-15.0,-18.0,0.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:684 AM,38678.039062,-48780.417969,4810.209961,5.0,48.0,0.0,216.381012,15.197001,19.330002,2.964,-24.0,-28.0,131.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:739 AM,38678.847656,-48779.378906,4810.209961,5.0,48.0,0.0,216.387009,14.593,18.425001,-1.652,-12.0,-18.0,-92.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:781 AM,38679.417969,-48778.648438,4810.22998,5.0,49.0,0.0,216.411011,13.924001,17.640001,-1.565,-13.0,-16.0,2.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:838 AM,38680.167969,-48777.679688,4810.259766,5.0,49.0,0.0,216.438004,12.895,16.377001,1.895,-21.0,-25.0,69.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:883 AM,38680.730469,-48776.957031,4810.27002,5.0,49.0,0.0,216.447006,12.572001,15.221001,2.905,-6.0,-23.0,20.0,0.18,0.0,0.0,0.59,1.0,true
Jun 6 2024 9:24:36:938 AM,38681.347656,-48776.148438,4810.259766,5.0,49.0,0.0,216.45401,11.426001,14.846001,-1.491,-23.0,-8.0,-88.0,0.18,0.0,0.0,0.58,1.0,true
Jun 6 2024 9:24:36:991 AM,38681.917969,-48775.390625,4810.239746,5.0,49.0,0.0,216.471008,10.446,14.315001,-2.822,-20.0,-11.0,-27.0,0.18,0.0,0.0,0.58,1.0,true
Jun 6 2024 9:24:37:33 AM,38682.347656,-48774.839844,4810.25,5.0,49.0,0.0,216.48201,9.838,13.647,-2.993,-12.0,-13.0,-3.0,0.18,0.0,0.0,0.58,1.0,true
Jun 6 2024 9:24:37:87 AM,38682.867188,-48774.167969,4810.310059,5.0,49.0,0.0,216.537018,9.754001,11.772,2.113,-2.0,-37.0,102.0,0.18,0.0,0.0,0.57,1.0,true
Jun 6 2024 9:24:37:143 AM,38683.359375,-48773.527344,4810.299805,5.0,49.0,0.0,216.543015,8.637,11.398001,-1.397,-22.0,-7.0,-70.0,0.18,0.0,0.0,0.57,1.0,true
Jun 6 2024 9:24:37:185 AM,38683.699219,-48773.078125,4810.310059,6.0,49.0,0.0,216.553009,8.14,10.751,-1.291,-10.0,-13.0,2.0,0.18,0.0,0.0,0.57,1.0,true
Jun 6 2024 9:24:37:241 AM,38684.128906,-48772.507812,4810.339844,6.0,49.0,0.0,216.583008,7.742001,9.401,1.374,-8.0,-27.0,53.0,0.18,0.0,0.0,0.57,1.0,true
